59.110.154.102,8080,HTTP
121.33.220.158,808,HTTP
117.88.176.170,3000,HTTP
117.88.4.227,3000,HTTP
117.88.176.73,3000,HTTP
121.40.162.239,808,HTTP
218.21.230.156,808,HTTP
117.88.177.40,3000,HTTP
117.88.5.28,3000,HTTP
222.95.241.182,3000,HTTP
222.95.241.196,3000,HTTP
27.11.205.43,8118,HTTP
120.132.116.81,8080,HTTP
171.221.35.8,8118,HTTP
222.95.144.164,3000,HTTP
121.237.148.151,3000,HTTP
222.95.144.193,3000,HTTP
117.88.4.167,3000,HTTP
59.52.187.80,43458,HTTP
223.199.2.159,8118,HTTP
118.114.116.216,8118,HTTP
119.136.88.187,808,HTTP
113.88.211.244,8118,HTTP
117.88.4.25,3000,HTTP
1.193.21.25,1080,HTTP
121.234.31.44,8118,HTTP
27.43.108.60,8118,HTTP
219.132.205.105,8118,HTTP
58.58.213.55,8888,HTTP
121.239.208.184,8118,HTTP
117.88.176.123,3000,HTTP
120.78.168.189,8118,HTTP
117.114.149.66,53281,HTTP
111.76.221.190,8118,HTTP
125.73.220.18,31036,HTTP
119.254.94.93,46323,HTTP
61.150.96.27,46111,HTTP
119.123.76.117,8118,HTTP
222.85.28.130,40505,HTTP
183.163.214.226,8118,HTTP
114.99.54.65,8118,HTTP
58.212.111.176,8118,HTTP
118.78.196.81,8118,HTTP
222.184.7.206,40908,HTTP
117.94.213.165,8118,HTTP
115.223.69.125,8010,HTTP
106.14.206.26,8118,HTTP
117.87.180.144,8118,HTTP
113.116.140.117,8118,HTTP
39.91.8.31,9999,HTTP
115.238.59.86,53400,HTTP
120.11.132.242,8118,HTTP
60.167.75.105,8118,HTTP
49.85.59.166,8118,HTTP
221.218.102.146,33323,HTTP
221.206.100.133,34073,HTTP
39.76.48.108,8118,HTTP
117.88.4.217,3000,HTTP
61.164.39.66,53281,HTTP
182.138.160.8,8118,HTTP
61.135.155.82,443,HTTP
58.209.220.127,8118,HTTP
121.237.148.169,3000,HTTP
118.190.142.140,3128,HTTP
1.202.193.26,59212,HTTP
116.114.19.211,443,HTTP
121.17.210.114,8060,HTTP
1.83.122.191,8118,HTTP
222.95.144.235,3000,HTTP
117.88.5.97,8118,HTTP
183.147.15.237,8118,HTTP
222.95.144.177,3000,HTTP
113.110.184.217,8118,HTTP
119.123.78.218,8118,HTTP
117.88.176.221,3000,HTTP
117.88.177.150,3000,HTTP
117.88.177.188,3000,HTTP
121.238.149.62,8118,HTTP
182.61.179.157,8888,HTTP
117.88.4.129,3000,HTTP
117.88.176.52,3000,HTTP
121.237.148.47,3000,HTTP
117.88.176.165,3000,HTTP
114.224.195.223,8118,HTTP
121.237.149.73,3000,HTTP
115.223.121.169,8010,HTTP
124.93.201.59,59618,HTTP
101.200.36.219,80,HTTP
121.237.148.201,3000,HTTP
222.95.144.189,3000,HTTP
218.76.253.201,61408,HTTP
60.205.188.24,3128,HTTP
117.88.177.30,3000,HTTP
175.10.24.127,3128,HTTP
218.75.69.50,39590,HTTP
222.95.144.228,3000,HTTP
121.237.149.35,3000,HTTP
1.83.123.197,8118,HTTP
117.88.5.10,3000,HTTP
121.237.148.232,3000,HTTP
117.88.4.80,3000,HTTP
222.95.144.79,3000,HTTP
113.87.202.35,8118,HTTP
121.237.148.219,3000,HTTP
222.95.144.111,3000,HTTP
222.95.144.130,3000,HTTP
219.140.29.127,8118,HTTP
222.95.144.209,3000,HTTP
139.196.140.179,8888,HTTP
117.88.4.143,3000,HTTP
59.42.89.164,8118,HTTP
115.159.154.79,1080,HTTP
183.5.99.10,8118,HTTP
111.222.141.127,8118,HTTP
116.22.51.44,8118,HTTP
115.213.180.190,50210,HTTP
117.88.190.32,8118,HTTP
123.185.223.137,8118,HTTP
222.95.144.27,3000,HTTP
113.12.202.50,40498,HTTP
27.11.20.75,8118,HTTP
123.163.67.50,8118,HTTP
58.56.149.198,53281,HTTP
14.115.186.161,8118,HTTP
218.249.45.162,35586,HTTP
220.189.70.176,8888,HTTP
115.223.122.32,8010,HTTP
180.116.150.211,8118,HTTP
121.237.148.56,3000,HTTP
121.237.148.15,3000,HTTP
117.88.5.140,3000,HTTP
115.206.114.5,8118,HTTP
123.171.5.82,8118,HTTP
183.167.217.152,63000,HTTP
60.168.81.140,18118,HTTP
218.21.96.128,58080,HTTP
122.192.38.207,8118,HTTP
222.95.144.83,3000,HTTP
117.88.5.34,3000,HTTP
180.103.236.34,8118,HTTP
121.237.148.199,3000,HTTP
101.132.118.170,8080,HTTP
1.83.117.58,8118,HTTP
220.176.197.78,8118,HTTP
118.251.89.71,3128,HTTP
119.41.200.14,53281,HTTP
218.86.200.26,8118,HTTP
49.73.239.176,8118,HTTP
124.172.232.49,8010,HTTP
210.5.10.87,53281,HTTP
220.191.101.40,8888,HTTP
221.224.136.211,35101,HTTP
121.13.252.58,41564,HTTP
117.88.176.77,3000,HTTP
110.87.176.121,8118,HTTP
121.237.149.227,3000,HTTP
123.132.232.254,37638,HTTP
117.88.177.53,3000,HTTP
222.95.144.124,3128,HTTP
116.113.27.170,47849,HTTP
117.88.4.126,3000,HTTP
58.32.34.219,8118,HTTP
117.88.177.136,3000,HTTP
117.88.177.100,3000,HTTP
60.216.101.46,59351,HTTP
183.147.214.86,8118,HTTP
110.249.176.26,8060,HTTP
183.143.38.164,8118,HTTP
117.88.5.126,3000,HTTP
117.88.4.89,3000,HTTP
113.87.89.42,8118,HTTP
101.231.104.82,80,HTTP
118.187.58.34,53281,HTTP
117.88.176.164,3000,HTTP
115.213.182.97,50082,HTTP
117.88.5.133,3000,HTTP
117.88.177.67,3000,HTTP
117.88.5.166,3000,HTTP
121.237.149.78,3000,HTTP
117.88.5.61,3000,HTTP
117.88.177.168,3000,HTTP
121.237.149.153,3000,HTTP
117.88.4.201,3000,HTTP
117.88.177.54,3000,HTTP
121.237.149.50,3000,HTTP
222.95.240.183,3000,HTTP
222.95.240.199,3000,HTTP
175.166.162.105,80,HTTP
183.32.252.173,8118,HTTP
221.237.37.77,8118,HTTP
222.95.240.154,3000,HTTP
117.88.4.46,3000,HTTP
125.110.122.215,8118,HTTP
222.95.144.33,3000,HTTP
223.199.6.196,8118,HTTP
222.95.144.192,3000,HTTP
117.88.176.55,3000,HTTP
220.168.52.245,55255,HTTP
117.88.176.120,3000,HTTP
119.123.78.85,8118,HTTP
117.88.177.212,3000,HTTP
222.95.241.243,3000,HTTP
202.107.233.123,8090,HTTP
115.223.122.249,8010,HTTP
125.123.138.192,9999,HTTP
113.65.5.230,8118,HTTP
182.108.62.195,1624,HTTP
110.189.152.86,52277,HTTP
117.87.230.117,8118,HTTP
118.181.226.166,44640,HTTP
115.204.98.134,8118,HTTP
115.213.161.112,50003,HTTP
171.11.65.4,8118,HTTP
113.116.50.227,53281,HTTP
115.208.76.154,8118,HTTP
123.185.222.191,8118,HTTP
61.178.149.237,59042,HTTP
222.95.240.111,3000,HTTP
121.237.149.113,3000,HTTP
117.88.177.251,3000,HTTP
110.73.9.56,8123,HTTP
140.255.2.87,1081,HTTP
58.254.220.116,52470,HTTP
122.225.207.241,8080,HTTP
117.88.5.160,3000,HTTP
140.255.1.235,1081,HTTP
